            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    3.19182e+004    6.97044e+002    6.99684e+002    6.97831e+002   -7.86635e-001    1.85336e+000    9.73363e-001   -2.64000e+000   -9.08470e-001
    3.19203e+004    6.97018e+002    6.99721e+002    6.97914e+002   -8.95610e-001    1.80713e+000    9.06215e-001   -2.70274e+000   -9.06460e-001
    3.19224e+004    6.97060e+002    6.99712e+002    6.97932e+002   -8.72657e-001    1.77938e+000    8.95368e-001   -2.65204e+000   -9.04450e-001
    3.19245e+004    6.97074e+002    6.99610e+002    6.97914e+002   -8.40104e-001    1.69641e+000    8.50907e-001   -2.53652e+000   -9.02440e-001
    3.19266e+004    6.97046e+002    6.99638e+002    6.97905e+002   -8.58252e-001    1.73339e+000    8.69507e-001   -2.59164e+000   -9.00430e-001
    3.19287e+004    6.97035e+002    6.99666e+002    6.97914e+002   -8.79254e-001    1.75177e+000    8.74762e-001   -2.63102e+000   -8.99425e-001
    3.19308e+004    6.97087e+002    6.99592e+002    6.97895e+002   -8.08356e-001    1.69652e+000    8.61563e-001   -2.50488e+000   -8.97415e-001
    3.19329e+004    6.97044e+002    6.99647e+002    6.97914e+002   -8.69951e-001    1.73337e+000    8.65599e-001   -2.60332e+000   -8.96410e-001
    3.19350e+004    6.97097e+002    6.99610e+002    6.97858e+002   -7.61237e-001    1.75185e+000    9.14154e-001   -2.51309e+000   -8.94400e-001
    3.19371e+004    6.97032e+002    6.99703e+002    6.97868e+002   -8.35652e-001    1.83483e+000    9.44669e-001   -2.67048e+000   -8.92391e-001
    3.19392e+004    6.97044e+002    6.99647e+002    6.97914e+002   -8.69622e-001    1.73337e+000    8.65708e-001   -2.60300e+000   -8.90381e-001
    3.19413e+004    6.97046e+002    6.99656e+002    6.97877e+002   -8.31445e-001    1.77946e+000    9.09158e-001   -2.61090e+000   -8.89376e-001
    3.19434e+004    6.97047e+002    6.99638e+002    6.97822e+002   -7.74429e-001    1.81650e+000    9.52857e-001   -2.59093e+000   -8.87366e-001
    3.19455e+004    6.97103e+002    6.99620e+002    6.97877e+002   -7.74256e-001    1.74258e+000    9.03636e-001   -2.51684e+000   -8.85356e-001
    3.19475e+004    6.97123e+002    6.99564e+002    6.97914e+002   -7.91345e-001    1.65030e+000    8.36415e-001   -2.44164e+000   -8.84351e-001
    3.19496e+004    6.97113e+002    6.99610e+002    6.97905e+002   -7.91443e-001    1.70567e+000    8.73296e-001   -2.49711e+000   -8.82341e-001
    3.19517e+004    6.97092e+002    6.99656e+002    6.97905e+002   -8.12289e-001    1.75178e+000    8.97092e-001   -2.56407e+000   -8.80331e-001
    3.19538e+004    6.97113e+002    6.99666e+002    6.97932e+002   -8.19608e-001    1.73326e+000    8.82306e-001   -2.55287e+000   -8.78321e-001
    3.19559e+004    6.97104e+002    6.99629e+002    6.97895e+002   -7.91023e-001    1.73340e+000    8.91925e-001   -2.52442e+000   -8.76311e-001
    3.19580e+004    6.97060e+002    6.99675e+002    6.97868e+002   -8.07237e-001    1.80719e+000    9.35716e-001   -2.61443e+000   -8.75307e-001
    3.19601e+004    6.97087e+002    6.99610e+002    6.97858e+002   -7.71950e-001    1.75185e+000    9.10583e-001   -2.52380e+000   -8.73297e-001
    3.19622e+004    6.97115e+002    6.99647e+002    6.97886e+002   -7.71578e-001    1.76105e+000    9.16840e-001   -2.53263e+000   -8.71287e-001
    3.19643e+004    6.97070e+002    6.99721e+002    6.97923e+002   -8.52689e-001    1.79787e+000    9.14353e-001   -2.65056e+000   -8.70282e-001
    3.19664e+004    6.97156e+002    6.99730e+002    6.97914e+002   -7.57851e-001    1.81637e+000    9.58295e-001   -2.57422e+000   -8.68272e-001
    3.19684e+004    6.97096e+002    6.99647e+002    6.97942e+002   -8.45820e-001    1.70570e+000    8.55192e-001   -2.55152e+000   -8.66262e-001
    3.19705e+004    6.97183e+002    6.99638e+002    6.97932e+002   -7.49581e-001    1.70563e+000    8.87224e-001   -2.45521e+000   -8.64252e-001
    3.19726e+004    6.97117e+002    6.99666e+002    6.97942e+002   -8.24131e-001    1.72409e+000    8.74685e-001   -2.54822e+000   -8.63247e-001
    3.19746e+004    6.97101e+002    6.99656e+002    6.97942e+002   -8.40521e-001    1.71485e+000    8.63062e-001   -2.55537e+000   -8.61237e-001
    3.19767e+004    6.97114e+002    6.99638e+002    6.97942e+002   -8.27453e-001    1.69646e+000    8.55154e-001   -2.52391e+000   -8.59227e-001
    3.19788e+004    6.97129e+002    6.99666e+002    6.97923e+002   -7.93942e-001    1.74252e+000    8.97030e-001   -2.53646e+000   -8.58222e-001
    3.19809e+004    6.97087e+002    6.99721e+002    6.97914e+002   -8.27335e-001    1.80713e+000    9.28973e-001   -2.63446e+000   -8.56213e-001
    3.19830e+004    6.97127e+002    6.99647e+002    6.97951e+002   -8.23770e-001    1.69644e+000    8.56373e-001   -2.52021e+000   -8.54203e-001
    3.19851e+004    6.97151e+002    6.99592e+002    6.97923e+002   -7.72391e-001    1.66876e+000    8.55045e-001   -2.44115e+000   -8.52193e-001
    3.19871e+004    6.97184e+002    6.99638e+002    6.97942e+002   -7.58056e-001    1.69646e+000    8.78286e-001   -2.45451e+000   -8.51188e-001
    3.19891e+004    6.97134e+002    6.99666e+002    6.97923e+002   -7.89623e-001    1.74252e+000    8.98470e-001   -2.53214e+000   -8.49178e-001
    3.19912e+004    6.97185e+002    6.99620e+002    6.97979e+002   -7.93370e-001    1.64096e+000    8.29519e-001   -2.43433e+000   -8.47168e-001
    3.19933e+004    6.97103e+002    6.99721e+002    6.97951e+002   -8.48334e-001    1.77020e+000    8.97354e-001   -2.61853e+000   -8.45158e-001
    3.19954e+004    6.97129e+002    6.99601e+002    6.97914e+002   -7.84472e-001    1.68726e+000    8.63347e-001   -2.47173e+000   -8.43148e-001
    3.19975e+004    6.97138e+002    6.99573e+002    6.97969e+002   -8.31828e-001    1.60410e+000    7.92124e-001   -2.43593e+000   -8.41138e-001
    3.19996e+004    6.97106e+002    6.99629e+002    6.97979e+002   -8.72221e-001    1.65020e+000    8.09395e-001   -2.52242e+000   -8.39129e-001
    3.20017e+004    6.97212e+002    6.99583e+002    6.97914e+002   -7.02273e-001    1.66878e+000    8.78426e-001   -2.37105e+000   -8.38124e-001
    3.20038e+004    6.97135e+002    6.99675e+002    6.98025e+002   -8.89366e-001    1.65014e+000    8.03636e-001   -2.53950e+000   -8.36114e-001
    3.20059e+004    6.97195e+002    6.99629e+002    6.97942e+002   -7.46831e-001    1.68722e+000    8.75868e-001   -2.43405e+000   -8.34104e-001
    3.20080e+004    6.97163e+002    6.99592e+002    6.98006e+002   -8.42948e-001    1.58565e+000    7.76118e-001   -2.42860e+000   -8.32094e-001
    3.20100e+004    6.97182e+002    6.99647e+002    6.97960e+002   -7.78099e-001    1.68719e+000    8.65427e-001   -2.46529e+000   -8.30084e-001
    3.20121e+004    6.97162e+002    6.99638e+002    6.97969e+002   -8.07626e-001    1.66870e+000    8.43256e-001   -2.47632e+000   -8.29079e-001
    3.20142e+004    6.97182e+002    6.99620e+002    6.97969e+002   -7.86884e-001    1.65022e+000    8.37850e-001   -2.43710e+000   -8.27069e-001
    3.20163e+004    6.97191e+002    6.99629e+002    6.97988e+002   -7.96366e-001    1.64103e+000    8.28567e-001   -2.43740e+000   -8.25059e-001
    3.20184e+004    6.97183e+002    6.99620e+002    6.97960e+002   -7.77418e-001    1.65947e+000    8.47174e-001   -2.43689e+000   -8.23049e-001
    3.20205e+004    6.97212e+002    6.99610e+002    6.97969e+002   -7.57151e-001    1.64098e+000    8.41600e-001   -2.39813e+000   -8.22044e-001
    3.20225e+004    6.97220e+002    6.99583e+002    6.97979e+002   -7.58356e-001    1.60409e+000    8.16605e-001   -2.36244e+000   -8.20035e-001
    3.20246e+004    6.97201e+002    6.99638e+002    6.98006e+002   -8.05665e-001    1.63177e+000    8.19290e-001   -2.43743e+000   -8.18025e-001
    3.20267e+004    6.97244e+002    6.99647e+002    6.97979e+002   -7.34577e-001    1.66868e+000    8.67597e-001   -2.40326e+000   -8.16015e-001
    3.20288e+004    6.97225e+002    6.99647e+002    6.98006e+002   -7.81351e-001    1.64101e+000    8.33555e-001   -2.42236e+000   -8.15010e-001
    3.20308e+004    6.97212e+002    6.99693e+002    6.97969e+002   -7.57564e-001    1.72405e+000    8.96848e-001   -2.48162e+000   -8.13000e-001
    3.20329e+004    6.97268e+002    6.99592e+002    6.97979e+002   -7.10751e-001    1.61333e+000    8.38634e-001   -2.32408e+000   -8.10990e-001
    3.20350e+004    6.97215e+002    6.99629e+002    6.98016e+002   -8.00296e-001    1.61327e+000    8.08750e-001   -2.41357e+000   -8.08980e-001
    3.20371e+004    6.97219e+002    6.99601e+002    6.98016e+002   -7.96135e-001    1.58564e+000    7.91713e-001   -2.38177e+000   -8.07975e-001
    3.20392e+004    6.97240e+002    6.99555e+002    6.98016e+002   -7.75125e-001    1.53952e+000    7.67971e-001   -2.31465e+000   -8.05965e-001
    3.20413e+004    6.97262e+002    6.99546e+002    6.97942e+002   -6.79277e-001    1.60422e+000    8.43056e-001   -2.28350e+000   -8.03955e-001
    3.20434e+004    6.97210e+002    6.99647e+002    6.98034e+002   -8.23655e-001    1.61333e+000    8.01003e-001   -2.43699e+000   -8.01946e-001
    3.20455e+004    6.97277e+002    6.99656e+002    6.97969e+002   -6.92643e-001    1.68709e+000    8.93848e-001   -2.37974e+000   -7.99936e-001
    3.20476e+004    6.97226e+002    6.99592e+002    6.97942e+002   -7.15183e-001    1.65034e+000    8.61832e-001   -2.36552e+000   -7.97926e-001
    3.20497e+004    6.97221e+002    6.99610e+002    6.97951e+002   -7.29665e-001    1.65948e+000    8.63100e-001   -2.38915e+000   -7.96921e-001
    3.20518e+004    6.97215e+002    6.99592e+002    6.97988e+002   -7.72696e-001    1.60416e+000    8.11873e-001   -2.37685e+000   -7.94911e-001
    3.20539e+004    6.97231e+002    6.99656e+002    6.97923e+002   -6.92041e-001    1.73328e+000    9.24837e-001   -2.42532e+000   -7.92901e-001
    3.20560e+004    6.97288e+002    6.99564e+002    6.97988e+002   -6.99487e-001    1.57644e+000    8.17795e-001   -2.27592e+000   -7.91896e-001
    3.20581e+004    6.97294e+002    6.99638e+002    6.97969e+002   -6.75350e-001    1.66870e+000    8.87348e-001   -2.34405e+000   -7.89886e-001
    3.20602e+004    6.97250e+002    6.99592e+002    6.97979e+002   -7.28698e-001    1.61333e+000    8.32652e-001   -2.34202e+000   -7.87876e-001
    3.20623e+004    6.97238e+002    6.99675e+002    6.98025e+002   -7.87158e-001    1.65014e+000    8.37706e-001   -2.43730e+000   -7.86871e-001
    3.20643e+004    6.97259e+002    6.99546e+002    6.97988e+002   -7.28307e-001    1.55804e+000    7.95924e-001   -2.28635e+000   -7.84862e-001
    3.20664e+004    6.97288e+002    6.99500e+002    6.98034e+002   -7.45840e-001    1.46574e+000    7.28547e-001   -2.21158e+000   -7.82852e-001
    3.20685e+004    6.97254e+002    6.99564e+002    6.97942e+002   -6.87195e-001    1.62262e+000    8.52681e-001   -2.30981e+000   -7.80842e-001
    3.20705e+004    6.97234e+002    6.99675e+002    6.97988e+002   -7.53600e-001    1.68715e+000    8.73567e-001   -2.44075e+000   -7.79837e-001
    3.20725e+004    6.97303e+002    6.99583e+002    6.97988e+002   -6.84923e-001    1.59492e+000    8.34970e-001   -2.27984e+000   -7.77827e-001
    3.20746e+004    6.97254e+002    6.99592e+002    6.98062e+002   -8.07355e-001    1.53021e+000    7.51024e-001   -2.33757e+000   -7.75817e-001
    3.20767e+004    6.97299e+002    6.99610e+002    6.97997e+002   -6.98119e-001    1.61330e+000    8.42827e-001   -2.31142e+000   -7.74812e-001
    3.20788e+004    6.97272e+002    6.99666e+002    6.97969e+002   -6.97700e-001    1.69633e+000    8.98322e-001   -2.39403e+000   -7.72802e-001
    3.20809e+004    6.97272e+002    6.99638e+002    6.98006e+002   -7.34255e-001    1.63177e+000    8.43093e-001   -2.36602e+000   -7.70792e-001
    3.20830e+004    6.97272e+002    6.99638e+002    6.98025e+002   -7.52710e-001    1.61326e+000    8.24604e-001   -2.36597e+000   -7.69787e-001
    3.20851e+004    6.97270e+002    6.99684e+002    6.97932e+002   -6.61977e-001    1.75174e+000    9.47170e-001   -2.41372e+000   -7.67777e-001
    3.20872e+004    6.97293e+002    6.99592e+002    6.98016e+002   -7.22369e-001    1.57640e+000    8.10142e-001   -2.29877e+000   -7.65768e-001
    3.20893e+004    6.97317e+002    6.99601e+002    6.98025e+002   -7.07371e-001    1.57638e+000    8.15132e-001   -2.28375e+000   -7.63758e-001
    3.20914e+004    6.97259e+002    6.99712e+002    6.97969e+002   -7.10391e-001    1.74245e+000    9.24837e-001   -2.45284e+000   -7.62753e-001
    3.20935e+004    6.97331e+002    6.99583e+002    6.98034e+002   -7.03433e-001    1.54873e+000    7.98012e-001   -2.25217e+000   -7.60743e-001
    3.20956e+004    6.97317e+002    6.99656e+002    6.98043e+002   -7.26118e-001    1.61323e+000    8.33450e-001   -2.33935e+000   -7.59738e-001
    3.20977e+004    6.97358e+002    6.99647e+002    6.98034e+002   -6.75510e-001    1.61333e+000    8.50384e-001   -2.28884e+000   -7.57728e-001
    3.20998e+004    6.97346e+002    6.99610e+002    6.98043e+002   -6.97434e-001    1.56712e+000    8.12267e-001   -2.26455e+000   -7.56723e-001
    3.21019e+004    6.97297e+002    6.99675e+002    6.98006e+002   -7.09533e-001    1.66864e+000    8.75918e-001   -2.37818e+000   -7.54713e-001
    3.21040e+004    6.97308e+002    6.99675e+002    6.98025e+002   -7.16504e-001    1.65014e+000    8.61257e-001   -2.36664e+000   -7.53708e-001
    3.21061e+004    6.97349e+002    6.99518e+002    6.98016e+002   -6.66040e-001    1.50256e+000    7.79693e-001   -2.16860e+000   -7.51698e-001
    3.21082e+004    6.97322e+002    6.99629e+002    6.98034e+002   -7.12252e-001    1.59485e+000    8.25817e-001   -2.30710e+000   -7.49688e-001
    3.21103e+004    6.97324e+002    6.99647e+002    6.97997e+002   -6.72857e-001    1.65026e+000    8.75888e-001   -2.32312e+000   -7.47679e-001
    3.21124e+004    6.97362e+002    6.99675e+002    6.98006e+002   -6.44047e-001    1.66864e+000    8.97747e-001   -2.31269e+000   -7.46674e-001
    3.21144e+004    6.97323e+002    6.99610e+002    6.97988e+002   -6.64343e-001    1.62255e+000    8.60255e-001   -2.28690e+000   -7.44664e-001
    3.21165e+004    6.97386e+002    6.99555e+002    6.98006e+002   -6.20642e-001    1.54877e+000    8.25635e-001   -2.16942e+000   -7.42654e-001
    3.21186e+004    6.97355e+002    6.99620e+002    6.97988e+002   -6.32338e-001    1.63179e+000    8.77083e-001   -2.26413e+000   -7.40644e-001
    3.21206e+004    6.97322e+002    6.99629e+002    6.97969e+002   -6.47075e-001    1.65946e+000    8.90613e-001   -2.30653e+000   -7.38634e-001
    3.21227e+004    6.97335e+002    6.99546e+002    6.98025e+002   -6.90176e-001    1.52103e+000    7.83959e-001   -2.21120e+000   -7.37629e-001
    3.21248e+004    6.97353e+002    6.99601e+002    6.98006e+002   -6.52974e-001    1.59489e+000    8.45602e-001   -2.24786e+000   -7.35619e-001
    3.21269e+004    6.97311e+002    6.99629e+002    6.98034e+002   -7.22901e-001    1.59485e+000    8.22267e-001   -2.31775e+000   -7.33609e-001
    3.21290e+004    6.97338e+002    6.99601e+002    6.98034e+002   -6.95752e-001    1.56721e+000    8.12892e-001   -2.26297e+000   -7.31599e-001
    3.21311e+004    6.97330e+002    6.99629e+002    6.98025e+002   -6.94442e-001    1.60402e+000    8.37866e-001   -2.29846e+000   -7.30595e-001
    3.21331e+004    6.97373e+002    6.99629e+002    6.98043e+002   -6.70320e-001    1.58560e+000    8.33625e-001   -2.25592e+000   -7.28585e-001
    3.21352e+004    6.97361e+002    6.99564e+002    6.98025e+002   -6.64268e-001    1.53942e+000    8.04859e-001   -2.20369e+000   -7.26575e-001
    3.21373e+004    6.97341e+002    6.99592e+002    6.98062e+002   -7.20508e-001    1.53021e+000    7.79973e-001   -2.25072e+000   -7.24565e-001
    3.21394e+004    6.97343e+002    6.99693e+002    6.98052e+002   -7.09227e-001    1.64094e+000    8.57552e-001   -2.35017e+000   -7.22555e-001
    3.21415e+004    6.97344e+002    6.99638e+002    6.98025e+002   -6.81262e-001    1.61326e+000    8.48420e-001   -2.29452e+000   -7.20545e-001
    3.21436e+004    6.97362e+002    6.99629e+002    6.98071e+002   -7.09044e-001    1.55784e+000    8.02210e-001   -2.26688e+000   -7.18535e-001
    3.21457e+004    6.97359e+002    6.99666e+002    6.97988e+002   -6.28641e-001    1.67791e+000    9.09060e-001   -2.30655e+000   -7.16525e-001
    3.21477e+004    6.97425e+002    6.99583e+002    6.98006e+002   -5.81217e-001    1.57641e+000    8.57201e-001   -2.15763e+000   -7.14515e-001
    3.21498e+004    6.97412e+002    6.99601e+002    6.98062e+002   -6.49490e-001    1.53945e+000    8.09806e-001   -2.18894e+000   -7.12506e-001
    3.21519e+004    6.97374e+002    6.99601e+002    6.98062e+002   -6.87649e-001    1.53945e+000    7.97086e-001   -2.22710e+000   -7.10496e-001
    3.21540e+004    6.97360e+002    6.99610e+002    6.98062e+002   -7.01990e-001    1.54861e+000    7.98410e-001   -2.25060e+000   -7.08486e-001
    3.21561e+004    6.97398e+002    6.99546e+002    6.98052e+002   -6.54761e-001    1.49335e+000    7.77313e-001   -2.14811e+000   -7.07481e-001
    3.21582e+004    6.97364e+002    6.99610e+002    6.98062e+002   -6.98010e-001    1.54861e+000    7.99737e-001   -2.24662e+000   -7.05471e-001
    3.21603e+004    6.97395e+002    6.99555e+002    6.98025e+002   -6.29525e-001    1.53027e+000    8.10336e-001   -2.15979e+000   -7.03461e-001
    3.21624e+004    6.97354e+002    6.99620e+002    6.98006e+002   -6.52661e-001    1.61329e+000    8.57971e-001   -2.26595e+000   -7.01451e-001
    3.21645e+004    6.97389e+002    6.99620e+002    6.98052e+002   -6.63963e-001    1.56710e+000    8.23415e-001   -2.23107e+000   -6.99441e-001
    3.21666e+004    6.97385e+002    6.99592e+002    6.98062e+002   -6.76692e-001    1.53021e+000    7.94579e-001   -2.20691e+000   -6.97431e-001
    3.21686e+004    6.97375e+002    6.99693e+002    6.98089e+002   -7.14139e-001    1.60401e+000    8.31295e-001   -2.31815e+000   -6.95421e-001
    3.21707e+004    6.97359e+002    6.99684e+002    6.98071e+002   -7.12151e-001    1.61319e+000    8.38079e-001   -2.32535e+000   -6.94417e-001
    3.21728e+004    6.97384e+002    6.99610e+002    6.98016e+002   -6.32033e-001    1.59479e+000    8.52518e-001   -2.22683e+000   -6.92407e-001
    3.21749e+004    6.97375e+002    6.99629e+002    6.98034e+002   -6.59111e-001    1.59485e+000    8.43530e-001   -2.25396e+000   -6.90397e-001
    3.21769e+004    6.97377e+002    6.99555e+002    6.98089e+002   -7.12847e-001    1.46566e+000    7.39492e-001   -2.17851e+000   -6.88387e-001
    3.21790e+004    6.97366e+002    6.99592e+002    6.98052e+002   -6.86402e-001    1.53947e+000    7.97511e-001   -2.22587e+000   -6.87382e-001
    3.21811e+004    6.97362e+002    6.99592e+002    6.98016e+002   -6.53195e-001    1.57640e+000    8.33199e-001   -2.22959e+000   -6.85372e-001
    3.21832e+004    6.97399e+002    6.99573e+002    6.98034e+002   -6.35289e-001    1.53949e+000    8.14566e-001   -2.17478e+000   -6.83362e-001
    3.21853e+004    6.97405e+002    6.99592e+002    6.98071e+002   -6.66005e-001    1.52096e+000    7.91972e-001   -2.18697e+000   -6.81352e-001
    3.21874e+004    6.97409e+002    6.99592e+002    6.98108e+002   -6.99008e-001    1.48403e+000    7.56351e-001   -2.18304e+000   -6.79342e-001
    3.21895e+004    6.97389e+002    6.99583e+002    6.98108e+002   -7.19217e-001    1.47479e+000    7.43455e-001   -2.19401e+000   -6.77332e-001
    3.21916e+004    6.97391e+002    6.99629e+002    6.98080e+002   -6.89308e-001    1.54858e+000    8.02620e-001   -2.23789e+000   -6.75323e-001
    3.21937e+004    6.97358e+002    6.99703e+002    6.98145e+002   -7.86690e-001    1.55773e+000    7.76258e-001   -2.34442e+000   -6.73313e-001
    3.21958e+004    6.97433e+002    6.99601e+002    6.98108e+002   -6.74520e-001    1.49327e+000    7.70674e-001   -2.16779e+000   -6.72308e-001
    3.21979e+004    6.97429e+002    6.99481e+002    6.98099e+002   -6.69166e-001    1.38257e+000    6.98658e-001   -2.05174e+000   -6.70298e-001
    3.22000e+004    6.97418e+002    6.99601e+002    6.98052e+002   -6.34178e-001    1.54871e+000    8.21079e-001   -2.18289e+000   -6.68288e-001
    3.22021e+004    6.97433e+002    6.99564e+002    6.98043e+002   -6.10500e-001    1.52100e+000    8.10500e-001   -2.13150e+000   -6.67283e-001
    3.22041e+004    6.97437e+002    6.99629e+002    6.98089e+002   -6.52073e-001    1.53941e+000    8.08919e-001   -2.19149e+000   -6.65273e-001
    3.22062e+004    6.97435e+002    6.99583e+002    6.98089e+002   -6.54108e-001    1.49330e+000    7.77496e-001   -2.14741e+000   -6.63263e-001
    3.22083e+004    6.97409e+002    6.99675e+002    6.98071e+002   -6.61904e-001    1.60395e+000    8.48668e-001   -2.26586e+000   -6.61253e-001
    3.22103e+004    6.97456e+002    6.99592e+002    6.98108e+002   -6.52105e-001    1.48403e+000    7.71986e-001   -2.13614e+000   -6.59243e-001
    3.22124e+004    6.97385e+002    6.99638e+002    6.98062e+002   -6.76390e-001    1.57633e+000    8.25424e-001   -2.25272e+000   -6.58239e-001
    3.22145e+004    6.97410e+002    6.99592e+002    6.98117e+002   -7.07095e-001    1.47478e+000    7.47487e-001   -2.18187e+000   -6.56229e-001
    3.22165e+004    6.97430e+002    6.99601e+002    6.98034e+002   -6.03490e-001    1.56721e+000    8.43646e-001   -2.17070e+000   -6.54219e-001
    3.22185e+004    6.97414e+002    6.99647e+002    6.98062e+002   -6.48127e-001    1.58557e+000    8.41005e-001   -2.23370e+000   -6.52209e-001
    3.22206e+004    6.97474e+002    6.99555e+002    6.98099e+002   -6.24284e-001    1.45641e+000    7.62844e-001   -2.08069e+000   -6.51204e-001
    3.22227e+004    6.97500e+002    6.99601e+002    6.98080e+002   -5.80677e-001    1.52095e+000    8.20406e-001   -2.10162e+000   -6.49194e-001
    3.22248e+004    6.97419e+002    6.99629e+002    6.98108e+002   -6.88783e-001    1.52091e+000    7.84344e-001   -2.20969e+000   -6.47184e-001
    3.22269e+004    6.97435e+002    6.99573e+002    6.98117e+002   -6.82150e-001    1.45630e+000    7.43481e-001   -2.13845e+000   -6.45174e-001
    3.22290e+004    6.97430e+002    6.99592e+002    6.98071e+002   -6.41135e-001    1.52096e+000    8.00262e-001   -2.16210e+000   -6.43164e-001
    3.22311e+004    6.97409e+002    6.99666e+002    6.98108e+002   -6.99042e-001    1.55778e+000    8.05509e-001   -2.25683e+000   -6.42159e-001
    3.22332e+004    6.97432e+002    6.99666e+002    6.98108e+002   -6.75999e-001    1.55778e+000    8.13190e-001   -2.23378e+000   -6.40150e-001
    3.22353e+004    6.97420e+002    6.99629e+002    6.98099e+002   -6.79122e-001    1.53016e+000    7.93733e-001   -2.20928e+000   -6.39145e-001
    3.22374e+004    6.97405e+002    6.99666e+002    6.98173e+002   -7.67298e-001    1.49309e+000    7.39631e-001   -2.26039e+000   -6.37135e-001
    3.22395e+004    6.97465e+002    6.99564e+002    6.98136e+002   -6.70674e-001    1.42863e+000    7.28865e-001   -2.09931e+000   -6.35125e-001
    3.22416e+004    6.97442e+002    6.99656e+002    6.98052e+002   -6.09976e-001    1.60398e+000    8.65995e-001   -2.21396e+000   -6.34120e-001
    3.22437e+004    6.97465e+002    6.99592e+002    6.98145e+002   -6.80031e-001    1.44710e+000    7.38057e-001   -2.12713e+000   -6.32110e-001
    3.22458e+004    6.97455e+002    6.99546e+002    6.98108e+002   -6.52847e-001    1.43791e+000    7.40993e-001   -2.09076e+000   -6.31105e-001
    3.22479e+004    6.97454e+002    6.99537e+002    6.98016e+002   -5.61572e-001    1.52104e+000    8.26836e-001   -2.08261e+000   -6.29095e-001
    3.22500e+004    6.97436e+002    6.99601e+002    6.98089e+002   -6.53736e-001    1.51178e+000    7.89940e-001   -2.16551e+000   -6.27085e-001
    3.22521e+004    6.97403e+002    6.99675e+002    6.98089e+002   -6.86115e-001    1.58553e+000    8.28316e-001   -2.27165e+000   -6.25075e-001
    3.22542e+004    6.97459e+002    6.99546e+002    6.98163e+002   -7.04062e-001    1.38248e+000    6.86964e-001   -2.08654e+000   -6.23065e-001
    3.22563e+004    6.97454e+002    6.99537e+002    6.98080e+002   -6.25863e-001    1.45635e+000    7.62279e-001   -2.08221e+000   -6.21056e-001
    3.22583e+004    6.97483e+002    6.99583e+002    6.98089e+002   -6.06070e-001    1.49330e+000    7.93508e-001   -2.09937e+000   -6.20051e-001
    3.22603e+004    6.97433e+002    6.99638e+002    6.98099e+002   -6.65392e-001    1.53940e+000    8.04470e-001   -2.20479e+000   -6.18041e-001
    3.22624e+004    6.97460e+002    6.99666e+002    6.98071e+002   -6.11083e-001    1.59471e+000    8.59449e-001   -2.20580e+000   -6.16031e-001
    3.22645e+004    6.97426e+002    6.99638e+002    6.98071e+002   -6.45157e-001    1.56708e+000    8.29666e-001   -2.21223e+000   -6.14021e-001
    3.22666e+004    6.97454e+002    6.99647e+002    6.98117e+002   -6.63290e-001    1.53013e+000    7.98993e-001   -2.19343e+000   -6.12011e-001
    3.22687e+004    6.97484e+002    6.99555e+002    6.98191e+002   -7.07016e-001    1.36404e+000    6.73689e-001   -2.07106e+000   -6.11006e-001
    3.22708e+004    6.97487e+002    6.99666e+002    6.98080e+002   -5.93224e-001    1.58546e+000    8.59232e-001   -2.17868e+000   -6.08996e-001
    3.22729e+004    6.97429e+002    6.99601e+002    6.98145e+002   -7.15805e-001    1.45634e+000    7.32293e-001   -2.17215e+000   -6.06986e-001
    3.22750e+004    6.97466e+002    6.99564e+002    6.98089e+002   -6.23043e-001    1.47482e+000    7.75530e-001   -2.09786e+000   -6.05981e-001
    3.22771e+004    6.97438e+002    6.99666e+002    6.98163e+002   -7.25768e-001    1.50235e+000    7.59643e-001   -2.22812e+000   -6.03972e-001
    3.22792e+004    6.97486e+002    6.99629e+002    6.98163e+002   -6.77002e-001    1.46547e+000    7.51313e-001   -2.14247e+000   -6.02967e-001
    3.22813e+004    6.97486e+002    6.99656e+002    6.98126e+002   -6.40193e-001    1.53004e+000    8.06627e-001   -2.17023e+000   -6.00957e-001
    3.22834e+004    6.97462e+002    6.99647e+002    6.98126e+002   -6.64290e-001    1.52088e+000    7.92491e-001   -2.18517e+000   -5.99952e-001
    3.22855e+004    6.97454e+002    6.99610e+002    6.98071e+002   -6.17343e-001    1.53936e+000    8.20457e-001   -2.15670e+000   -5.97942e-001
    3.22876e+004    6.97434e+002    6.99573e+002    6.98154e+002   -7.20486e-001    1.41937e+000    7.06083e-001   -2.13985e+000   -5.96937e-001
    3.22897e+004    6.97490e+002    6.99592e+002    6.98099e+002   -6.09061e-001    1.49328e+000    7.92502e-001   -2.10235e+000   -5.94927e-001
    3.22918e+004    6.97485e+002    6.99583e+002    6.98154e+002   -6.69412e-001    1.42861e+000    7.29268e-001   -2.09802e+000   -5.92917e-001
    3.22939e+004    6.97540e+002    6.99629e+002    6.98099e+002   -5.58258e-001    1.53016e+000    8.34022e-001   -2.08842e+000   -5.91912e-001
    3.22960e+004    6.97507e+002    6.99573e+002    6.98136e+002   -6.29020e-001    1.43787e+000    7.48910e-001   -2.06689e+000   -5.89902e-001
    3.22981e+004    6.97486e+002    6.99620e+002    6.98126e+002   -6.40510e-001    1.49316e+000    7.81937e-001   -2.13367e+000   -5.87892e-001
