            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    7.17497e+003    6.96628e+002    6.99730e+002    6.97572e+002   -9.43702e-001    2.15816e+000    1.12420e+000   -3.10186e+000   -7.03461e-002
    7.17700e+003    6.96606e+002    6.99906e+002    6.97517e+002   -9.10458e-001    2.38882e+000    1.28906e+000   -3.29928e+000   -7.23560e-002
    7.17908e+003    6.96613e+002    6.99841e+002    6.97591e+002   -9.77944e-001    2.25036e+000    1.17426e+000   -3.22831e+000   -7.33609e-002
    7.18111e+003    6.96643e+002    6.99758e+002    6.97535e+002   -8.91942e-001    2.22272e+000    1.18450e+000   -3.11466e+000   -7.53708e-002
    7.18319e+003    6.96597e+002    6.99813e+002    6.97563e+002   -9.65477e-001    2.25040e+000    1.17844e+000   -3.21588e+000   -7.63758e-002
    7.18528e+003    6.96620e+002    6.99786e+002    6.97544e+002   -9.24288e-001    2.24119e+000    1.18603e+000   -3.16548e+000   -7.83857e-002
    7.18741e+003    6.96598e+002    6.99823e+002    6.97563e+002   -9.64488e-001    2.25964e+000    1.18493e+000   -3.22413e+000   -8.03955e-002
    7.18949e+003    6.96616e+002    6.99786e+002    6.97544e+002   -9.28334e-001    2.24119e+000    1.18468e+000   -3.16952e+000   -8.24054e-002
    7.19158e+003    6.96631e+002    6.99786e+002    6.97507e+002   -8.76172e-001    2.27820e+000    1.22674e+000   -3.15437e+000   -8.34104e-002
    7.19367e+003    6.96561e+002    6.99804e+002    6.97554e+002   -9.92230e-001    2.25042e+000    1.16953e+000   -3.24265e+000   -8.54203e-002
    7.19571e+003    6.96596e+002    6.99749e+002    6.97517e+002   -9.21044e-001    2.23207e+000    1.18103e+000   -3.15312e+000   -8.74302e-002
    7.19782e+003    6.96579e+002    6.99795e+002    6.97572e+002   -9.93166e-001    2.22275e+000    1.15078e+000   -3.21592e+000   -8.84351e-002
    7.19989e+003    6.96633e+002    6.99776e+002    6.97507e+002   -8.73968e-001    2.26896e+000    1.22132e+000   -3.14293e+000   -8.94400e-002
    7.20197e+003    6.96604e+002    6.99786e+002    6.97581e+002   -9.77219e-001    2.20426e+000    1.14377e+000   -3.18148e+000   -9.14499e-002
    7.20400e+003    6.96645e+002    6.99776e+002    6.97554e+002   -9.08986e-001    2.22278e+000    1.17886e+000   -3.13177e+000   -9.34598e-002
    7.20608e+003    6.96567e+002    6.99795e+002    6.97526e+002   -9.58759e-001    2.26894e+000    1.19304e+000   -3.22770e+000   -9.44648e-002
    7.20811e+003    6.96571e+002    6.99850e+002    6.97517e+002   -9.45990e-001    2.33346e+000    1.24031e+000   -3.27945e+000   -9.64747e-002
    7.21021e+003    6.96566e+002    6.99813e+002    6.97526e+002   -9.60320e-001    2.28733e+000    1.20478e+000   -3.24765e+000   -9.84845e-002
    7.21228e+003    6.96661e+002    6.99758e+002    6.97563e+002   -9.02114e-001    2.19505e+000    1.16266e+000   -3.09716e+000   -1.00494e-001
    7.21441e+003    6.96587e+002    6.99749e+002    6.97600e+002   -1.01261e+000    2.14896e+000    1.09510e+000   -3.16157e+000   -1.01499e-001
    7.21650e+003    6.96628e+002    6.99740e+002    6.97498e+002   -8.70599e-001    2.24125e+000    1.20397e+000   -3.11185e+000   -1.03509e-001
    7.21858e+003    6.96569e+002    6.99786e+002    6.97517e+002   -9.47612e-001    2.26895e+000    1.19676e+000   -3.21656e+000   -1.05519e-001
    7.22061e+003    6.96615e+002    6.99786e+002    6.97498e+002   -8.83675e-001    2.28737e+000    1.23036e+000   -3.17105e+000   -1.07529e-001
    7.22271e+003    6.96623e+002    6.99767e+002    6.97480e+002   -8.56343e-001    2.28740e+000    1.23948e+000   -3.14374e+000   -1.09539e-001
    7.22480e+003    6.96603e+002    6.99730e+002    6.97535e+002   -9.32063e-001    2.19508e+000    1.15270e+000   -3.12715e+000   -1.11549e-001
    7.22688e+003    6.96598e+002    6.99776e+002    6.97471e+002   -8.72724e-001    2.30589e+000    1.24635e+000   -3.17862e+000   -1.13559e-001
    7.22897e+003    6.96575e+002    6.99859e+002    6.97554e+002   -9.79063e-001    2.30577e+000    1.21083e+000   -3.28484e+000   -1.15569e-001
    7.23100e+003    6.96598e+002    6.99804e+002    6.97507e+002   -9.09924e-001    2.29660e+000    1.22776e+000   -3.20652e+000   -1.16574e-001
    7.23310e+003    6.96574e+002    6.99740e+002    6.97498e+002   -9.24754e-001    2.24125e+000    1.18592e+000   -3.16601e+000   -1.18583e-001
    7.23517e+003    6.96550e+002    6.99878e+002    6.97526e+002   -9.75862e-001    2.35193e+000    1.24267e+000   -3.32779e+000   -1.20593e-001
    7.23721e+003    6.96601e+002    6.99749e+002    6.97498e+002   -8.97141e-001    2.25049e+000    1.20128e+000   -3.14764e+000   -1.22603e-001
    7.23930e+003    6.96586e+002    6.99721e+002    6.97544e+002   -9.58487e-001    2.17659e+000    1.13156e+000   -3.13508e+000   -1.23608e-001
    7.24138e+003    6.96564e+002    6.99813e+002    6.97563e+002   -9.98916e-001    2.25040e+000    1.16730e+000   -3.24932e+000   -1.25618e-001
    7.24341e+003    6.96545e+002    6.99813e+002    6.97517e+002   -9.71876e-001    2.29659e+000    1.20710e+000   -3.26846e+000   -1.27628e-001
    7.24549e+003    6.96565e+002    6.99823e+002    6.97471e+002   -9.05567e-001    2.35201e+000    1.26615e+000   -3.25758e+000   -1.29638e-001
    7.24750e+003    6.96626e+002    6.99712e+002    6.97452e+002   -8.25992e-001    2.25972e+000    1.23115e+000   -3.08571e+000   -1.31648e-001
    7.24960e+003    6.96591e+002    6.99795e+002    6.97471e+002   -8.79094e-001    2.32437e+000    1.25655e+000   -3.20347e+000   -1.33658e-001
    7.25167e+003    6.96538e+002    6.99795e+002    6.97517e+002   -9.78658e-001    2.27819e+000    1.19257e+000   -3.25685e+000   -1.35667e-001
    7.25371e+003    6.96573e+002    6.99804e+002    6.97507e+002   -9.34037e-001    2.29660e+000    1.21972e+000   -3.23064e+000   -1.37677e-001
    7.25580e+003    6.96583e+002    6.99823e+002    6.97480e+002   -8.96417e-001    2.34276e+000    1.26303e+000   -3.23917e+000   -1.39687e-001
    7.25788e+003    6.96531e+002    6.99776e+002    6.97498e+002   -9.66806e-001    2.27813e+000    1.19649e+000   -3.24494e+000   -1.40692e-001
    7.25991e+003    6.96613e+002    6.99730e+002    6.97581e+002   -9.68708e-001    2.14890e+000    1.10970e+000   -3.11761e+000   -1.42702e-001
    7.26199e+003    6.96560e+002    6.99795e+002    6.97507e+002   -9.47133e-001    2.28744e+000    1.20925e+000   -3.23458e+000   -1.44712e-001
    7.26411e+003    6.96539e+002    6.99776e+002    6.97507e+002   -9.68736e-001    2.26896e+000    1.18973e+000   -3.23770e+000   -1.46722e-001
    7.26621e+003    6.96537e+002    6.99823e+002    6.97507e+002   -9.70241e-001    2.31508e+000    1.21997e+000   -3.28532e+000   -1.47727e-001
    7.26817e+003    6.96590e+002    6.99795e+002    6.97489e+002   -8.98581e-001    2.30587e+000    1.23772e+000   -3.20445e+000   -1.49737e-001
    7.27021e+003    6.96629e+002    6.99832e+002    6.97544e+002   -9.14961e-001    2.28731e+000    1.21988e+000   -3.20227e+000   -1.51747e-001
    7.27230e+003    6.96598e+002    6.99795e+002    6.97563e+002   -9.65014e-001    2.23201e+000    1.16633e+000   -3.19702e+000   -1.52752e-001
    7.27438e+003    6.96577e+002    6.99813e+002    6.97489e+002   -9.11627e-001    2.32426e+000    1.24563e+000   -3.23589e+000   -1.54761e-001
    7.27641e+003    6.96567e+002    6.99767e+002    6.97489e+002   -9.21718e-001    2.27814e+000    1.21152e+000   -3.19986e+000   -1.56771e-001
    7.27849e+003    6.96610e+002    6.99749e+002    6.97498e+002   -8.87911e-001    2.25049e+000    1.20436e+000   -3.13841e+000   -1.58781e-001
    7.28050e+003    6.96544e+002    6.99795e+002    6.97480e+002   -9.35601e-001    2.31512e+000    1.23155e+000   -3.25072e+000   -1.59786e-001
    7.28260e+003    6.96600e+002    6.99758e+002    6.97406e+002   -8.05808e-001    2.35210e+000    1.29946e+000   -3.15791e+000   -1.61796e-001
    7.28469e+003    6.96576e+002    6.99721e+002    6.97443e+002   -8.66901e-001    2.27821e+000    1.22984e+000   -3.14511e+000   -1.63806e-001
    7.28671e+003    6.96544e+002    6.99823e+002    6.97498e+002   -9.54579e-001    2.32425e+000    1.23131e+000   -3.27883e+000   -1.65816e-001
    7.28878e+003    6.96548e+002    6.99859e+002    6.97480e+002   -9.31265e-001    2.37963e+000    1.27600e+000   -3.31090e+000   -1.67826e-001
    7.29091e+003    6.96572e+002    6.99721e+002    6.97581e+002   -1.00956e+000    2.13966e+000    1.08992e+000   -3.14922e+000   -1.68831e-001
    7.29299e+003    6.96576e+002    6.99721e+002    6.97489e+002   -9.13509e-001    2.23203e+000    1.18352e+000   -3.14554e+000   -1.70841e-001
    7.29508e+003    6.96587e+002    6.99693e+002    6.97434e+002   -8.46674e-001    2.25983e+000    1.22433e+000   -3.10650e+000   -1.72850e-001
    7.29711e+003    6.96568e+002    6.99666e+002    6.97498e+002   -9.30386e-001    2.16742e+000    1.13482e+000   -3.09780e+000   -1.74860e-001
    7.29919e+003    6.96609e+002    6.99721e+002    6.97480e+002   -8.70368e-001    2.24128e+000    1.20406e+000   -3.11165e+000   -1.76870e-001
    7.30122e+003    6.96558e+002    6.99767e+002    6.97480e+002   -9.21422e-001    2.28740e+000    1.21779e+000   -3.20882e+000   -1.78880e-001
    7.30332e+003    6.96515e+002    6.99813e+002    6.97517e+002   -1.00174e+000    2.29659e+000    1.19714e+000   -3.29832e+000   -1.79885e-001
    7.30539e+003    6.96547e+002    6.99795e+002    6.97480e+002   -9.33152e-001    2.31512e+000    1.23236e+000   -3.24827e+000   -1.81895e-001
    7.30741e+003    6.96564e+002    6.99786e+002    6.97471e+002   -9.06157e-001    2.31513e+000    1.24137e+000   -3.22129e+000   -1.82900e-001
    7.30939e+003    6.96521e+002    6.99804e+002    6.97489e+002   -9.67984e-001    2.31502e+000    1.22069e+000   -3.28301e+000   -1.84910e-001
    7.31147e+003    6.96510e+002    6.99749e+002    6.97471e+002   -9.60745e-001    2.27825e+000    1.19859e+000   -3.23900e+000   -1.85915e-001
    7.31350e+003    6.96537e+002    6.99786e+002    6.97507e+002   -9.70036e-001    2.27820e+000    1.19546e+000   -3.24824e+000   -1.87925e-001
    7.31558e+003    6.96553e+002    6.99730e+002    6.97461e+002   -9.08513e-001    2.26903e+000    1.20985e+000   -3.17754e+000   -1.89934e-001
    7.31761e+003    6.96555e+002    6.99693e+002    6.97461e+002   -9.05946e-001    2.23215e+000    1.18612e+000   -3.13810e+000   -1.91944e-001
    7.31971e+003    6.96532e+002    6.99721e+002    6.97517e+002   -9.84450e-001    2.20435e+000    1.14142e+000   -3.18880e+000   -1.93954e-001
    7.32180e+003    6.96543e+002    6.99804e+002    6.97507e+002   -9.64189e-001    2.29660e+000    1.20967e+000   -3.26079e+000   -1.94959e-001
    7.32388e+003    6.96519e+002    6.99795e+002    6.97517e+002   -9.97653e-001    2.27819e+000    1.18624e+000   -3.27584e+000   -1.96969e-001
    7.32591e+003    6.96529e+002    6.99730e+002    6.97480e+002   -9.50408e-001    2.25052e+000    1.18354e+000   -3.20093e+000   -1.98979e-001
    7.32800e+003    6.96464e+002    6.99841e+002    6.97461e+002   -9.97572e-001    2.37974e+000    1.25397e+000   -3.37731e+000   -2.00989e-001
    7.32999e+003    6.96520e+002    6.99804e+002    6.97461e+002   -9.41278e-001    2.34278e+000    1.24810e+000   -3.28406e+000   -2.01994e-001
    7.33211e+003    6.96493e+002    6.99776e+002    6.97471e+002   -9.77600e-001    2.30589e+000    1.21139e+000   -3.28349e+000   -2.05009e-001
    7.33421e+003    6.96522e+002    6.99767e+002    6.97471e+002   -9.48431e-001    2.29665e+000    1.21496e+000   -3.24508e+000   -2.06014e-001
    7.33628e+003    6.96481e+002    6.99749e+002    6.97480e+002   -9.98347e-001    2.26900e+000    1.17989e+000   -3.26735e+000   -2.08023e-001
    7.33838e+003    6.96602e+002    6.99740e+002    6.97480e+002   -8.77525e-001    2.25976e+000    1.21400e+000   -3.13729e+000   -2.10033e-001
    7.34041e+003    6.96527e+002    6.99749e+002    6.97443e+002   -9.15981e-001    2.30593e+000    1.23196e+000   -3.22191e+000   -2.12043e-001
    7.34250e+003    6.96547e+002    6.99786e+002    6.97480e+002   -9.32481e-001    2.30588e+000    1.22643e+000   -3.23836e+000   -2.13048e-001
    7.34458e+003    6.96513e+002    6.99758e+002    6.97498e+002   -9.85237e-001    2.25965e+000    1.17802e+000   -3.24489e+000   -2.15058e-001
    7.34661e+003    6.96451e+002    6.99813e+002    6.97489e+002   -1.03756e+000    2.32426e+000    1.20365e+000   -3.36182e+000   -2.16063e-001
    7.34869e+003    6.96436e+002    6.99813e+002    6.97526e+002   -1.08984e+000    2.28733e+000    1.16161e+000   -3.37718e+000   -2.18073e-001
    7.35071e+003    6.96484e+002    6.99776e+002    6.97461e+002   -9.76891e-001    2.31515e+000    1.21780e+000   -3.29204e+000   -2.20083e-001
    7.35280e+003    6.96491e+002    6.99795e+002    6.97452e+002   -9.61248e-001    2.34279e+000    1.24145e+000   -3.30404e+000   -2.22093e-001
    7.35489e+003    6.96470e+002    6.99758e+002    6.97434e+002   -9.63331e-001    2.32434e+000    1.22845e+000   -3.28767e+000   -2.24103e-001
    7.35688e+003    6.96507e+002    6.99776e+002    6.97471e+002   -9.63326e-001    2.30589e+000    1.21615e+000   -3.26922e+000   -2.26112e-001
    7.35891e+003    6.96522e+002    6.99749e+002    6.97397e+002   -8.74241e-001    2.35211e+000    1.27666e+000   -3.22636e+000   -2.28122e-001
    7.36100e+003    6.96592e+002    6.99758e+002    6.97424e+002   -8.32255e-001    2.33359e+000    1.27831e+000   -3.16585e+000   -2.30132e-001
    7.36308e+003    6.96508e+002    6.99786e+002    6.97526e+002   -1.01826e+000    2.25970e+000    1.16704e+000   -3.27795e+000   -2.32142e-001
    7.36507e+003    6.96518e+002    6.99804e+002    6.97424e+002   -9.06333e-001    2.37971e+000    1.28436e+000   -3.28604e+000   -2.34152e-001
    7.36710e+003    6.96495e+002    6.99749e+002    6.97406e+002   -9.10904e-001    2.34294e+000    1.25833e+000   -3.25385e+000   -2.36162e-001
    7.36919e+003    6.96543e+002    6.99740e+002    6.97415e+002   -8.71651e-001    2.32445e+000    1.25908e+000   -3.19610e+000   -2.38172e-001
    7.37117e+003    6.96498e+002    6.99749e+002    6.97526e+002   -1.02747e+000    2.22282e+000    1.13939e+000   -3.25029e+000   -2.40182e-001
    7.37327e+003    6.96502e+002    6.99804e+002    6.97434e+002   -9.31662e-001    2.37046e+000    1.26975e+000   -3.30212e+000   -2.42192e-001
    7.37530e+003    6.96503e+002    6.99786e+002    6.97424e+002   -9.20843e-001    2.36131e+000    1.26726e+000   -3.28216e+000   -2.44201e-001
    7.37739e+003    6.96501e+002    6.99740e+002    6.97415e+002   -9.14317e-001    2.32445e+000    1.24486e+000   -3.23877e+000   -2.45206e-001
    7.37952e+003    6.96507e+002    6.99703e+002    6.97424e+002   -9.17150e-001    2.27824e+000    1.21311e+000   -3.19539e+000   -2.47216e-001
    7.38161e+003    6.96563e+002    6.99693e+002    6.97434e+002   -8.70296e-001    2.25983e+000    1.21645e+000   -3.13012e+000   -2.49226e-001
    7.38369e+003    6.96513e+002    6.99776e+002    6.97424e+002   -9.11072e-001    2.35207e+000    1.26436e+000   -3.26315e+000   -2.51236e-001
    7.38577e+003    6.96518e+002    6.99758e+002    6.97424e+002   -9.06018e-001    2.33359e+000    1.25372e+000   -3.23961e+000   -2.53246e-001
    7.38780e+003    6.96509e+002    6.99776e+002    6.97424e+002   -9.15474e-001    2.35207e+000    1.26289e+000   -3.26755e+000   -2.55256e-001
    7.38989e+003    6.96576e+002    6.99675e+002    6.97480e+002   -9.04167e-001    2.19516e+000    1.16205e+000   -3.09933e+000   -2.57266e-001
    7.39188e+003    6.96446e+002    6.99823e+002    6.97434e+002   -9.87413e-001    2.38894e+000    1.26349e+000   -3.37635e+000   -2.59276e-001
    7.39397e+003    6.96465e+002    6.99740e+002    6.97415e+002   -9.49582e-001    2.32445e+000    1.23311e+000   -3.27403e+000   -2.61286e-001
    7.39600e+003    6.96481e+002    6.99740e+002    6.97443e+002   -9.62230e-001    2.29669e+000    1.21038e+000   -3.25892e+000   -2.63295e-001
    7.39808e+003    6.96447e+002    6.99776e+002    6.97471e+002   -1.02322e+000    2.30589e+000    1.19619e+000   -3.32911e+000   -2.65305e-001
    7.40017e+003    6.96406e+002    6.99786e+002    6.97461e+002   -1.05477e+000    2.32439e+000    1.19800e+000   -3.37916e+000   -2.67315e-001
    7.40221e+003    6.96471e+002    6.99758e+002    6.97424e+002   -9.52998e-001    2.33359e+000    1.23806e+000   -3.28659e+000   -2.68320e-001
    7.40430e+003    6.96482e+002    6.99786e+002    6.97415e+002   -9.32594e-001    2.37057e+000    1.26951e+000   -3.30316e+000   -2.70330e-001
    7.40638e+003    6.96430e+002    6.99823e+002    6.97424e+002   -9.94215e-001    2.39819e+000    1.26739e+000   -3.39241e+000   -2.72340e-001
    7.40841e+003    6.96494e+002    6.99813e+002    6.97424e+002   -9.30452e-001    2.38895e+000    1.28248e+000   -3.31940e+000   -2.74350e-001
    7.41049e+003    6.96445e+002    6.99823e+002    6.97424e+002   -9.79229e-001    2.39819e+000    1.27238e+000   -3.37742e+000   -2.76360e-001
    7.41250e+003    6.96500e+002    6.99749e+002    6.97415e+002   -9.14722e-001    2.33369e+000    1.25089e+000   -3.24841e+000   -2.77365e-001
    7.41458e+003    6.96454e+002    6.99776e+002    6.97406e+002   -9.51786e-001    2.37058e+000    1.26313e+000   -3.32237e+000   -2.79375e-001
    7.41660e+003    6.96493e+002    6.99758e+002    6.97434e+002   -9.40199e-001    2.32434e+000    1.23616e+000   -3.26454e+000   -2.81384e-001
    7.41867e+003    6.96483e+002    6.99712e+002    6.97452e+002   -9.68690e-001    2.25972e+000    1.18358e+000   -3.22841e+000   -2.82389e-001
    7.42077e+003    6.96515e+002    6.99666e+002    6.97415e+002   -8.99812e-001    2.25061e+000    1.20047e+000   -3.15043e+000   -2.84399e-001
    7.42277e+003    6.96472e+002    6.99712e+002    6.97397e+002   -9.24929e-001    2.31515e+000    1.23513e+000   -3.24008e+000   -2.86409e-001
    7.42477e+003    6.96467e+002    6.99795e+002    6.97424e+002   -9.56989e-001    2.37056e+000    1.26137e+000   -3.32754e+000   -2.88419e-001
    7.42680e+003    6.96419e+002    6.99804e+002    6.97415e+002   -9.96151e-001    2.38896e+000    1.26059e+000   -3.38512e+000   -2.90429e-001
    7.42888e+003    6.96444e+002    6.99767e+002    6.97415e+002   -9.70624e-001    2.35209e+000    1.24452e+000   -3.32271e+000   -2.91434e-001
    7.43091e+003    6.96492e+002    6.99693e+002    6.97452e+002   -9.60392e-001    2.24132e+000    1.17408e+000   -3.20171e+000   -2.93444e-001
    7.43302e+003    6.96485e+002    6.99758e+002    6.97378e+002   -8.93248e-001    2.37978e+000    1.28877e+000   -3.27303e+000   -2.95454e-001
    7.43510e+003    6.96425e+002    6.99740e+002    6.97415e+002   -9.89913e-001    2.32445e+000    1.21966e+000   -3.31436e+000   -2.97464e-001
    7.43717e+003    6.96477e+002    6.99813e+002    6.97424e+002   -9.47599e-001    2.38895e+000    1.27677e+000   -3.33655e+000   -2.99473e-001
    7.43921e+003    6.96422e+002    6.99776e+002    6.97406e+002   -9.83641e-001    2.37058e+000    1.25251e+000   -3.35422e+000   -3.01483e-001
    7.44130e+003    6.96453e+002    6.99721e+002    6.97406e+002   -9.52919e-001    2.31522e+000    1.22584e+000   -3.26814e+000   -3.02488e-001
    7.44339e+003    6.96427e+002    6.99730e+002    6.97415e+002   -9.87754e-001    2.31521e+000    1.21422e+000   -3.30296e+000   -3.04498e-001
    7.44541e+003    6.96392e+002    6.99841e+002    6.97443e+002   -1.05054e+000    2.39817e+000    1.24860e+000   -3.44871e+000   -3.06508e-001
    7.44749e+003    6.96434e+002    6.99786e+002    6.97406e+002   -9.71432e-001    2.37982e+000    1.26274e+000   -3.35125e+000   -3.08518e-001
    7.44950e+003    6.96439e+002    6.99795e+002    6.97415e+002   -9.75722e-001    2.37981e+000    1.26130e+000   -3.35553e+000   -3.09523e-001
    7.45160e+003    6.96470e+002    6.99712e+002    6.97424e+002   -9.54143e-001    2.28748e+000    1.20694e+000   -3.24162e+000   -3.11533e-001
    7.45367e+003    6.96402e+002    6.99832e+002    6.97387e+002   -9.85332e-001    2.44436e+000    1.30113e+000   -3.42969e+000   -3.13543e-001
    7.45571e+003    6.96484e+002    6.99758e+002    6.97471e+002   -9.86851e-001    2.28741e+000    1.19599e+000   -3.27426e+000   -3.15553e-001
    7.45780e+003    6.96471e+002    6.99693e+002    6.97415e+002   -9.43901e-001    2.27833e+000    1.20426e+000   -3.22224e+000   -3.17562e-001
    7.45988e+003    6.96426e+002    6.99730e+002    6.97378e+002   -9.51694e-001    2.35214e+000    1.25086e+000   -3.30383e+000   -3.18567e-001
    7.46197e+003    6.96422e+002    6.99758e+002    6.97378e+002   -9.55774e-001    2.37978e+000    1.26793e+000   -3.33555e+000   -3.20577e-001
    7.46400e+003    6.96419e+002    6.99795e+002    6.97424e+002   -1.00485e+000    2.37056e+000    1.24542e+000   -3.37540e+000   -3.22587e-001
    7.46608e+003    6.96397e+002    6.99767e+002    6.97378e+002   -9.81488e-001    2.38902e+000    1.26552e+000   -3.37051e+000   -3.24597e-001
    7.46817e+003    6.96451e+002    6.99749e+002    6.97360e+002   -9.08388e-001    2.38913e+000    1.28996e+000   -3.29752e+000   -3.26607e-001
    7.47021e+003    6.96435e+002    6.99712e+002    6.97443e+002   -1.00794e+000    2.26897e+000    1.17667e+000   -3.27691e+000   -3.27612e-001
    7.47228e+003    6.96468e+002    6.99675e+002    6.97387e+002   -9.19389e-001    2.28753e+000    1.21856e+000   -3.20692e+000   -3.29622e-001
    7.47438e+003    6.96387e+002    6.99758e+002    6.97461e+002   -1.07388e+000    2.29666e+000    1.17315e+000   -3.37054e+000   -3.31632e-001
    7.47641e+003    6.96427e+002    6.99740e+002    6.97424e+002   -9.97596e-001    2.31520e+000    1.21093e+000   -3.31279e+000   -3.33642e-001
    7.47850e+003    6.96394e+002    6.99749e+002    6.97443e+002   -1.04926e+000    2.30593e+000    1.18754e+000   -3.35519e+000   -3.34646e-001
    7.48058e+003    6.96439e+002    6.99721e+002    6.97443e+002   -1.00347e+000    2.27821e+000    1.18432e+000   -3.28168e+000   -3.36656e-001
    7.48272e+003    6.96413e+002    6.99786e+002    6.97387e+002   -9.73947e-001    2.39824e+000    1.27418e+000   -3.37219e+000   -3.38666e-001
    7.48480e+003    6.96424e+002    6.99776e+002    6.97424e+002   -1.00078e+000    2.35207e+000    1.23446e+000   -3.35285e+000   -3.40676e-001
    7.48689e+003    6.96402e+002    6.99786e+002    6.97424e+002   -1.02250e+000    2.36131e+000    1.23338e+000   -3.38382e+000   -3.41681e-001
    7.48897e+003    6.96431e+002    6.99776e+002    6.97406e+002   -9.74837e-001    2.37058e+000    1.25544e+000   -3.34542e+000   -3.43691e-001
    7.49100e+003    6.96485e+002    6.99666e+002    6.97387e+002   -9.02519e-001    2.27829e+000    1.21802e+000   -3.18081e+000   -3.45701e-001
    7.49308e+003    6.96465e+002    6.99749e+002    6.97415e+002   -9.49879e-001    2.33369e+000    1.23917e+000   -3.28357e+000   -3.47711e-001
    7.49507e+003    6.96417e+002    6.99758e+002    6.97415e+002   -9.98264e-001    2.34285e+000    1.22914e+000   -3.34111e+000   -3.48716e-001
    7.49710e+003    6.96385e+002    6.99749e+002    6.97341e+002   -9.56265e-001    2.40755e+000    1.28628e+000   -3.36382e+000   -3.50726e-001
    7.49917e+003    6.96429e+002    6.99740e+002    6.97350e+002   -9.21107e-001    2.38906e+000    1.28567e+000   -3.31016e+000   -3.52735e-001
    7.50121e+003    6.96464e+002    6.99684e+002    6.97424e+002   -9.60448e-001    2.25984e+000    1.18641e+000   -3.22029e+000   -3.54745e-001
    7.50330e+003    6.96448e+002    6.99740e+002    6.97341e+002   -8.93039e-001    2.39831e+000    1.30119e+000   -3.29135e+000   -3.56755e-001
    7.50539e+003    6.96358e+002    6.99749e+002    6.97378e+002   -1.02038e+000    2.37062e+000    1.24029e+000   -3.39101e+000   -3.58765e-001
    7.50747e+003    6.96435e+002    6.99758e+002    6.97369e+002   -9.33706e-001    2.38903e+000    1.28145e+000   -3.32274e+000   -3.59770e-001
    7.50950e+003    6.96392e+002    6.99776e+002    6.97434e+002   -1.04185e+000    2.34282e+000    1.21460e+000   -3.38467e+000   -3.61780e-001
    7.51158e+003    6.96384e+002    6.99804e+002    6.97397e+002   -1.01283e+000    2.40739e+000    1.26732e+000   -3.42022e+000   -3.63790e-001
    7.51357e+003    6.96391e+002    6.99776e+002    6.97415e+002   -1.02360e+000    2.36133e+000    1.23302e+000   -3.38492e+000   -3.65800e-001
    7.51560e+003    6.96474e+002    6.99767e+002    6.97387e+002   -9.13308e-001    2.37976e+000    1.28207e+000   -3.29307e+000   -3.66805e-001
    7.51769e+003    6.96415e+002    6.99693e+002    6.97387e+002   -9.72735e-001    2.30601e+000    1.21310e+000   -3.27875e+000   -3.68815e-001
    7.51977e+003    6.96515e+002    6.99730e+002    6.97387e+002   -8.72665e-001    2.34289e+000    1.27104e+000   -3.21555e+000   -3.70824e-001
    7.52180e+003    6.96375e+002    6.99832e+002    6.97443e+002   -1.06739e+000    2.38893e+000    1.23682e+000   -3.45631e+000   -3.72834e-001
    7.52389e+003    6.96475e+002    6.99749e+002    6.97378e+002   -9.03182e-001    2.37062e+000    1.27935e+000   -3.27380e+000   -3.74844e-001
    7.52597e+003    6.96398e+002    6.99776e+002    6.97387e+002   -9.88922e-001    2.38900e+000    1.26303e+000   -3.37793e+000   -3.75849e-001
    7.52800e+003    6.96456e+002    6.99776e+002    6.97369e+002   -9.13340e-001    2.40751e+000    1.30056e+000   -3.32085e+000   -3.77859e-001
    7.53010e+003    6.96382e+002    6.99795e+002    6.97341e+002   -9.59638e-001    2.45367e+000    1.31590e+000   -3.41331e+000   -3.79869e-001
    7.53217e+003    6.96422e+002    6.99786e+002    6.97378e+002   -9.55955e-001    2.40750e+000    1.28635e+000   -3.36345e+000   -3.81879e-001
    7.53421e+003    6.96359e+002    6.99795e+002    6.97350e+002   -9.91962e-001    2.44441e+000    1.29896e+000   -3.43638e+000   -3.82884e-001
    7.53630e+003    6.96420e+002    6.99767e+002    6.97350e+002   -9.30886e-001    2.41669e+000    1.30083e+000   -3.34758e+000   -3.84894e-001
    7.53839e+003    6.96391e+002    6.99841e+002    6.97387e+002   -9.96379e-001    2.45360e+000    1.30361e+000   -3.44998e+000   -3.86904e-001
    7.54047e+003    6.96399e+002    6.99786e+002    6.97397e+002   -9.97783e-001    2.38899e+000    1.26007e+000   -3.38677e+000   -3.88913e-001
    7.54250e+003    6.96481e+002    6.99776e+002    6.97341e+002   -8.59715e-001    2.43519e+000    1.33689e+000   -3.29490e+000   -3.89918e-001
    7.54460e+003    6.96378e+002    6.99776e+002    6.97387e+002   -1.00900e+000    2.38900e+000    1.25634e+000   -3.39800e+000   -3.91928e-001
    7.54667e+003    6.96374e+002    6.99832e+002    6.97378e+002   -1.00404e+000    2.45361e+000    1.30106e+000   -3.45765e+000   -3.93938e-001
    7.54871e+003    6.96405e+002    6.99776e+002    6.97360e+002   -9.54790e-001    2.41676e+000    1.29291e+000   -3.37155e+000   -3.95948e-001
    7.55078e+003    6.96391e+002    6.99703e+002    6.97332e+002   -9.40745e-001    2.37060e+000    1.26682e+000   -3.31135e+000   -3.97958e-001
